Timestamp,Longitude,Latitude,Speed,Operatorname,Operator,CGI,Node,CellID,LAC,NetworkTech,NetworkMode,Level,Qual,SNR,CQI,LTERSSI,ARFCN,DL_bitrate,UL_bitrate,PSC,Altitude,Height,Accuracy,Location,State,DataConnection_Type,DataConnection_Info,Layer,Distance,Bearing,IP,TA,EVENT,EVENTDETAILS,SERVINGTIME,CELLHEX,NODEHEX,LACHEX,RAWCELLID,VERSION_NAME,VERSION_CODE,DEVICE,BAND,BANDWIDTH,SecondCell_NODE,SecondCell_CELLID,SecondCell_RSRP,SecondCell_RSRQ,SecondCell_SNR,CSI_SNR,NetworkTypeNum,CA,SecondCell_PSC,SecondCell_ARFCN,SecondCell_BAND,Site_BEARING,BATTERY,CHARGING,FOREGROUND,AVGSPEED,Update_newF,Update_oldF,NTech1,NCellid1,NLAC1,NCell1,NARFCN1,NRxLev1,NQual1,NTech2,NCell2,NARFCN2,NRxLev2,NQual2,NTech3,NCell3,NARFCN3,NRxLev3,NQual3,NTech4,NCell4,NARFCN4,NRxLev4,NQual4,NTech5,NCell5,NARFCN5,NRxLev5,NQual5,NTech6,NCell6,NARFCN6,NRxLev6,NQual6,NTech7,NCell7,NARFCN7,NRxLev7,NQual7,NTech8,NCell8,NARFCN8,NRxLev8,NQual8,NTech9,NCell9,NARFCN9,NRxLev9,NQual9,NTech10,NCell10,NARFCN10,NRxLev10,NQual10,NTech11,NCell11,NARFCN11,NRxLev11,NQual11,NTech12,NCell12,NARFCN12,NRxLev12,NQual12,NTech13,NCell13,NARFCN13,NRxLev13,NQual13,NTech14,NCell14,NARFCN14,NRxLev14,NQual14,NTech15,NCell15,NARFCN15,NRxLev15,NQual15,NTech16,NCell16,NRxLev16,NQual16,NTech17,NCell17,NRxLev17,NQual17
2024.10.29_08.11.50,17.65758,59.192746,99,Telia,24001,240010010800014,103909,14,108,4G,LTE,-99,-12.0,-1.0,6.0,-65.0,1471,0,8496,29,54,54,5,G,D,M,13,1,-1,1000,100.101.226.137,8.0,,,16,E,195E5,6C,26600718,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15/20/20/10/10/100,,,,,,0.0,13,True,,,,1000,100,True,True,0,0,3,4G,,,17.0,6300.0,-88.0,-10.0,4G,320.0,1471.0,-94.0,-9.0,4G,320.0,1300.0,-95.0,-8.0,4G,177.0,1471.0,-103.0,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.30.22,17.888915,59.259575,76,Telia,24001,240010000000024,102671,24,0,5G,5G NSA,-95,-10.0,0.0,,,634080,0,122229,205,72,72,3,G,D,M,20,1,-1,1000,100.101.226.137,,,,1,18,1910F,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,102671.0,24.0,-89.0,-8.0,1.0,0.0,20,True,481.0,1471.0,L3,1000,92,False,False,0,0,38,4G,102671-24,40.0,481.0,1471.0,-89.0,-8.0,4G,252.0,1300.0,-94.0,-15.0,4G,252.0,3150.0,-102.0,-12.0,4G,205.0,,-97.0,-10.0,4G,204.0,,-109.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.36.51,17.768714,59.21304,89,Telia,24001,240010004000011,106138,11,40,4G,LTE,-93,-6.0,2.0,11.0,-71.0,1300,0,47804,138,55,55,3,G,D,M,13,1,-1,1000,100.101.226.137,21.0,,,50,B,19E9A,28,27171339,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,20/15,,,,,,0.0,13,True,,,,1000,89,True,False,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.10.03,17.64875,59.169302,112,Telia,24001,240010000000034,105472,34,0,5G,5G NSA,-107,-11.0,0.0,,,634080,0,59483,746,33,33,4,G,D,M,20,1,-1,1000,100.101.226.137,5.0,PERIODIC,,44,22,19C00,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,105472.0,34.0,-89.0,-12.0,-3.0,0.0,20,True,97.0,1471.0,L3,1000,100,True,True,0,0,15,4G,105472-34,108.0,97.0,1471.0,-89.0,-12.0,4G,187.0,1471.0,-92.0,-14.0,4G,187.0,1300.0,-88.0,-12.0,4G,160.0,6300.0,-84.0,-7.0,4G,,,-98.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.38.45,17.71502,59.209496,100,Telia,24001,240010000000011,111694,11,0,5G,5G NSA,-100,-20.0,0.0,,,154570,0,12347,38,59,59,2,G,D,M,13,1,-1,1000,100.101.226.137,17.0,,,3,B,1B44E,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/20/15/10,111694.0,11.0,-110.0,-10.0,6.0,0.0,20,True,296.0,1300.0,L3,1000,90,True,False,0,0,6,4G,111694-11,40.0,296.0,1300.0,-110.0,-10.0,4G,439.0,1300.0,-110.0,-9.0,4G,367.0,1300.0,-119.0,-15.0,4G,439.0,3150.0,-126.0,-14.0,4G,439.0,1471.0,-112.0,-13.0,4G,268.0,6300.0,-108.0,-8.0,4G,38.0,154570.0,-120.0,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.43.44,17.661031,59.197792,25,Telia,24001,240010000000021,105310,21,0,5G,5G NSA,-115,-20.0,0.0,,,154570,0,51882,1005,62,62,0,G,D,M,13,1,-1,1000,100.101.226.137,4.0,,,2,15,19B5E,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/20/15/10/10,105310.0,21.0,-80.0,-5.0,2.0,0.0,20,True,83.0,1300.0,L3,1000,92,True,False,0,0,209,4G,105310-21,108.0,83.0,1300.0,-80.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.45.11,17.654371,59.191048,44,Telia,24001,240010010800011,101964,11,108,4G,LTE,-96,-10.0,0.0,8.0,-69.0,1300,0,24921,320,55,55,2,G,D,M,13,1,-1,1000,100.101.226.137,7.0,PERIODIC,,3,B,18E4C,6C,26102795,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,20/15/20,,,,,,0.0,13,True,,,,1000,93,True,False,0,0,296,4G,,,177.0,1300.0,-99.0,-12.0,4G,177.0,1471.0,-101.0,-12.0,4G,29.0,1300.0,-104.0,-16.0,4G,29.0,1471.0,-104.0,-16.0,4G,177.0,3150.0,-120.0,-14.0,4G,29.0,3150.0,-121.0,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.18.20,17.817027,59.237407,102,Telia,24001,240010000000024,104056,24,0,5G,5G NSA,-107,-11.0,0.0,,,634080,0,62893,427,50,50,3,G,D,M,20,1,-1,1000,100.101.226.137,13.0,,,26,18,19678,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,104056.0,24.0,-92.0,-7.0,1.0,0.0,20,True,451.0,1471.0,L3,1000,100,True,False,0,0,11,4G,104056-24,40.0,451.0,1471.0,-92.0,-7.0,4G,427.0,,-101.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.08.44,17.649287,59.148278,111,Telia,24001,240010000000021,225681,21,0,5G,5G NSA,-106,-20.0,0.0,,,154570,0,3511,670,44,44,5,G,D,M,20,1,-1,1000,100.101.226.137,12.0,PERIODIC,,6,15,37191,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/20/15/10/10,225681.0,21.0,-114.0,-16.0,-1.0,0.0,20,True,78.0,1300.0,L3,1000,99,True,True,0,0,8,4G,225681-21,108.0,78.0,1300.0,-114.0,-16.0,4G,368.0,1300.0,-115.0,-11.0,4G,57.0,1300.0,-121.0,-19.0,4G,374.0,3150.0,-124.0,-16.0,4G,374.0,1471.0,-116.0,-16.0,4G,,154570.0,-119.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.25.51,17.965728,59.289108,76,Telia,24001,240010004000030,100763,30,40,5G,5G NSA,-105,-11.0,14.0,12.0,,3150,0,33032,443,63,63,4,G,D,M,20,1,-1,1000,100.101.226.137,5.0,,,8,1E,1899B,28,25795358,32.0,610,Google:Pixel 7:AP2A.240905.003,L7,20,100763.0,30.0,-100.0,-6.0,1.0,0.0,13,False,443.0,3150.0,L7,1000,100,True,False,0,0,17,4G,100763-30,40.0,443.0,3150.0,-100.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.11.20,17.646716,59.188568,97,Telia,24001,240010010800014,103909,14,108,4G,LTE,-74,-8.0,0.0,10.0,-59.0,1471,0,51293,29,49,49,5,G,D,M,13,1,-1,1000,100.101.226.137,4.0,,,3,E,195E5,6C,26600718,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15/20/20/10/10/100,,,,,,0.0,13,True,,,,1000,100,True,True,0,0,30,4G,,,177.0,1471.0,-80.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.22.11,17.8978,59.26419,80,Telia,24001,240010000000010,102671,10,0,5G,5G NSA,-97,-11.0,0.0,,,634080,0,75014,204,70,70,3,G,D,M,20,1,-1,1000,100.101.226.137,3.0,PERIODIC,,27,A,1910F,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,102671.0,10.0,-97.0,-10.0,14.0,0.0,20,True,252.0,3150.0,L7,1000,100,True,False,0,0,30,4G,102671-10,40.0,252.0,3150.0,-97.0,-10.0,4G,141.0,3150.0,-98.0,-10.0,4G,141.0,1471.0,-93.0,-12.0,4G,250.0,6300.0,-83.0,-12.0,4G,204.0,,-93.0,-10.0,4G,,,-95.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.08.30,17.650162,59.144486,112,Telia,24001,240010000000021,225681,21,0,5G,5G NSA,-110,-20.0,0.0,,,154570,0,75557,670,44,44,5,G,D,M,20,1,-1,1000,100.101.226.137,25.0,PERIODIC,,41,15,37191,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/20/15/10/10,225681.0,21.0,-88.0,-6.0,1.0,0.0,20,True,78.0,1300.0,L3,1000,99,True,True,0,0,9,4G,225681-21,108.0,78.0,1300.0,-88.0,-6.0,4G,,154570.0,-112.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.11.07,17.643417,59.185952,99,Telia,24001,240010000000034,103909,34,0,5G,5G NSA,-115,-15.0,0.0,,,634080,0,32330,24,53,53,5,G,D,M,20,1,-1,1000,100.101.226.137,6.0,PERIODIC,,4,22,195E5,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,103909.0,34.0,-80.0,-7.0,1.0,0.0,20,True,87.0,1471.0,L3,1000,100,True,True,0,0,18,4G,103909-34,108.0,87.0,1471.0,-80.0,-7.0,4G,24.0,,-115.0,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.04.53,17.601317,59.091756,107,Telia,24001,240010010800024,225677,24,108,5G,5G NSA,-101,-20.0,8.0,,,1471,0,0,289,61,61,3,G,D,M,20,1,-1,1000,100.101.226.137,,,,1,18,3718D,6C,57773336,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,225677.0,24.0,-103.0,-7.0,1.0,0.0,20,False,289.0,1471.0,L3,1000,98,True,False,0,0,2,4G,225677-24,108.0,289.0,1471.0,-103.0,-7.0,4G,25.0,6300.0,-97.0,-12.0,4G,182.0,1471.0,-101.0,-9.0,4G,182.0,1300.0,-101.0,-11.0,4G,,154570.0,-101.0,2147483647.0,4G,279.0,1471.0,-106.0,-14.0,4G,279.0,1300.0,-106.0,-15.0,4G,182.0,3150.0,-125.0,-20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.20.24,17.862125,59.254191,94,Telia,24001,240010000000011,102397,11,0,5G,5G NSA,-105,-11.0,0.0,,,634080,0,137782,408,34,34,2,G,D,M,20,1,-1,1000,100.101.226.137,4.0,,,3,B,18FFD,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,102397.0,11.0,-85.0,-8.0,1.0,0.0,20,True,168.0,1300.0,L3,1000,100,True,False,0,0,83,4G,102397-11,40.0,168.0,1300.0,-85.0,-8.0,4G,289.0,3150.0,-102.0,-15.0,4G,256.0,6300.0,-86.0,-17.0,4G,408.0,,-91.0,-10.0,4G,205.0,,-103.0,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.10.26,17.645117,59.175397,110,Telia,24001,240010000000024,102709,24,0,5G,5G NSA,-107,-11.0,0.0,,,634080,0,80700,36,48,48,5,G,D,M,20,1,-1,1000,100.101.226.137,9.0,PERIODIC,,15,18,19135,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,102709.0,24.0,-76.0,-6.0,1.0,0.0,20,True,187.0,1471.0,L3,1000,100,True,True,0,0,37,4G,102709-24,108.0,187.0,1471.0,-76.0,-6.0,4G,418.0,1471.0,-79.0,-12.0,4G,36.0,,-92.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.11.23,17.648297,59.189071,96,Telia,24001,240010010800014,103909,14,108,4G,LTE,-71,-6.0,2.0,15.0,-59.0,1471,0,85979,29,50,50,5,G,D,M,13,1,-1,1000,100.101.226.137,4.0,,,7,E,195E5,6C,26600718,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15/20/20/10/10/100,,,,,,0.0,13,True,,,,1000,100,True,True,0,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.28.12,17.91845,59.278665,85,Telia,24001,240010004000024,102339,24,40,5G,5G NSA,-109,-11.0,14.0,13.0,,1471,0,75897,207,64,64,3,G,D,M,13,1,-1,1000,100.101.226.137,3.0,PERIODIC,,25,18,18FC3,28,26198808,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,102339.0,24.0,-83.0,-6.0,2.0,0.0,13,False,207.0,1471.0,L3,1000,92,False,False,0,0,113,4G,102339-24,40.0,207.0,1471.0,-83.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.33.14,17.837283,59.242189,69,Telia,24001,240010000000024,102112,24,0,5G,5G NSA,-108,-10.0,0.0,,,634080,0,63210,430,45,45,3,G,D,M,13,1,-1,1000,100.101.226.137,5.0,PERIODIC,,36,18,18EE0,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/20/20/10/100,102112.0,24.0,-89.0,-7.0,6.0,0.0,20,True,118.0,1471.0,L3,1000,90,False,False,0,0,150,4G,102112-24,40.0,118.0,1471.0,-89.0,-7.0,4G,88.0,1300.0,-95.0,-13.0,4G,88.0,3150.0,-105.0,-11.0,4G,210.0,6300.0,-81.0,-13.0,4G,430.0,,-108.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.33.41,17.828809,59.239083,85,Telia,24001,240010004000024,102112,24,40,4G,LTE,-113,-13.0,-1.0,4.0,-57.0,1471,0,19031,118,53,53,3,G,D,M,13,1,-1,1000,100.101.226.137,7.0,PERIODIC,,8,18,18EE0,28,26140696,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15/20,,,,,,0.0,13,True,,,,1000,90,False,True,0,0,7,4G,,,172.0,1300.0,-111.0,-11.0,4G,172.0,1471.0,-112.0,-13.0,4G,451.0,1471.0,-112.0,-13.0,4G,451.0,1300.0,-112.0,-12.0,4G,455.0,1300.0,-115.0,-12.0,4G,455.0,1471.0,-117.0,-17.0,4G,126.0,1471.0,-119.0,-19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.02.51,17.580033,59.060301,115,Telia,24001,240010010800012,110718,12,108,4G,LTE,-105,-13.0,-1.0,9.0,-75.0,6300,0,15972,25,66,66,4,G,D,M,13,1,-1,1000,100.101.226.137,28.0,,,27,C,1B07E,6C,28343820,32.0,610,Google:Pixel 7:AP2A.240905.003,L20,10,,,,,,0.0,13,False,,,,1000,97,True,False,0,0,6,4G,,,323.0,6300.0,-109.0,-18.0,4G,216.0,6300.0,-111.0,-16.0,4G,216.0,3768.0,-115.0,-12.0,4G,279.0,1300.0,-121.0,-17.0,4G,279.0,1471.0,-122.0,-15.0,4G,208.0,3768.0,-122.0,-18.0,4G,323.0,3768.0,-122.0,-19.0,4G,52.0,1300.0,-123.0,-19.0,4G,322.0,1300.0,-126.0,2147483647.0,4G,322.0,1471.0,-127.0,-20.0,4G,289.0,1300.0,-127.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.34.36,17.807386,59.23349,92,Telia,24001,240010000000024,104056,24,0,5G,5G NSA,-113,-11.0,0.0,,,634080,0,31491,427,47,47,3,G,D,M,20,1,-1,1000,100.101.226.137,16.0,,,33,18,19678,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,104056.0,24.0,-101.0,-7.0,2.0,0.0,20,True,451.0,1471.0,L3,1000,90,False,False,0,0,4,4G,104056-24,40.0,451.0,1471.0,-101.0,-7.0,4G,427.0,,-112.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.11.02,17.64287,59.18475,97,Telia,24001,240010000000034,103909,34,0,5G,5G NSA,-115,-15.0,0.0,,,634080,0,49729,36,53,53,5,G,D,M,20,1,-1,1000,,,HANDOVER_DATA_5G5G,240-01-0-103909-34-634080-24:240-01-0-103909-34-634080-36,6,22,195E5,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,103909.0,34.0,-79.0,-7.0,1.0,0.0,20,True,87.0,1471.0,L3,1000,100,True,True,0,0,12,4G,103909-34,108.0,87.0,1471.0,-79.0,-7.0,4G,67.0,1471.0,-87.0,-15.0,4G,67.0,1300.0,-83.0,-15.0,4G,67.0,3150.0,-101.0,-17.0,4G,124.0,6300.0,-87.0,-13.0,4G,36.0,,-104.0,-13.0,4G,38.0,,-106.0,-15.0,4G,24.0,,-111.0,-18.0,4G,22.0,,-115.0,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.08.48,17.648515,59.149288,109,Telia,24001,240010000000021,225681,21,0,5G,5G NSA,-106,-20.0,0.0,,,154570,0,8042,670,45,45,5,G,D,M,20,1,-1,1000,100.101.226.137,12.0,,,9,15,37191,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/20/15/10/10,225681.0,21.0,-115.0,-13.0,-1.0,0.0,20,True,78.0,1300.0,L3,1000,99,True,True,0,0,11,4G,225681-21,108.0,78.0,1300.0,-115.0,-13.0,4G,368.0,1300.0,-114.0,-14.0,4G,57.0,1300.0,-118.0,-19.0,4G,307.0,1300.0,-118.0,-16.0,4G,374.0,3150.0,-120.0,-11.0,4G,374.0,1471.0,-112.0,-11.0,4G,57.0,1471.0,-119.0,-19.0,4G,119.0,6300.0,-114.0,-11.0,4G,396.0,6300.0,-120.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.29.24,17.902293,59.26657,64,Telia,24001,240010000000024,102346,24,0,5G,5G NSA,-110,-12.0,0.0,,,634080,0,58645,204,66,66,4,G,D,M,20,1,-1,1000,100.101.226.137,5.0,,,3,18,18FCA,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,102346.0,24.0,-92.0,-6.0,4.0,0.0,20,True,141.0,1471.0,L3,1000,92,False,False,0,0,32,4G,102346-24,40.0,141.0,1471.0,-92.0,-6.0,4G,252.0,1471.0,-101.0,-15.0,4G,321.0,1471.0,-102.0,-15.0,4G,321.0,1300.0,-99.0,-17.0,4G,252.0,1300.0,-99.0,-18.0,4G,321.0,3150.0,-107.0,-13.0,4G,101.0,3150.0,-108.0,-13.0,4G,225.0,6300.0,-90.0,-11.0,4G,309.0,6300.0,-95.0,-16.0,4G,204.0,,-100.0,-11.0,4G,,,-102.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.47.28,17.648769,59.168361,101,Telia,24001,240010000000021,102709,21,0,5G,5G NSA,-115,-20.0,0.0,,,634080,0,79296,746,30,30,3,G,D,M,20,1,-1,1000,100.101.226.137,3.0,PERIODIC,,6,15,19135,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,102709.0,21.0,-85.0,-11.0,-1.0,0.0,20,True,187.0,1300.0,L3,1000,93,True,False,0,0,129,4G,102709-21,108.0,187.0,1300.0,-85.0,-11.0,4G,97.0,1300.0,-82.0,-9.0,4G,97.0,1471.0,-83.0,-8.0,4G,176.0,6300.0,-81.0,-11.0,4G,,,-91.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.18.17,17.815656,59.237065,104,Telia,24001,240010000000024,104056,24,0,5G,5G NSA,-107,-11.0,0.0,,,634080,0,73008,427,50,50,3,G,D,M,20,1,-1,1000,100.101.226.137,13.0,PERIODIC,,24,18,19678,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,104056.0,24.0,-90.0,-7.0,2.0,0.0,20,True,451.0,1471.0,L3,1000,100,True,False,0,0,9,4G,104056-24,40.0,451.0,1471.0,-90.0,-7.0,4G,427.0,,-101.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.39.09,17.704681,59.207302,99,Telia,24001,240010000000021,111694,21,0,5G,5G NSA,-116,-20.0,0.0,,,154570,0,72715,697,62,62,2,G,D,M,20,1,-1,1000,100.101.226.137,17.0,PERIODIC,,7,15,1B44E,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/20/15/10/10,111694.0,21.0,-98.0,-8.0,1.0,0.0,20,True,439.0,1300.0,L3,1000,91,True,False,0,0,2,4G,111694-21,40.0,439.0,1300.0,-98.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.15.09,17.74339,59.211548,105,Telia,24001,240010004000014,111694,14,40,4G,LTE,-94,-10.0,1.0,6.0,-65.0,1471,0,25861,296,57,57,5,G,D,M,13,1,-1,1000,100.101.226.137,,,,1,E,1B44E,28,28593678,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15/20/20/5,,,,,,0.0,13,True,,,,1000,100,True,True,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.48.16,17.645276,59.157287,95,Telia,24001,240010000000031,105472,31,0,5G,5G NSA,-115,-11.0,0.0,,,634080,0,55869,255,53,53,4,G,D,M,20,1,-1,1000,100.101.226.137,6.0,PERIODIC,,2,1F,19C00,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/20/15/10/100,105472.0,31.0,-103.0,-18.0,-1.0,0.0,20,True,97.0,1300.0,L3,1000,94,True,False,0,0,7,4G,105472-31,108.0,97.0,1300.0,-103.0,-18.0,4G,57.0,1300.0,-100.0,-15.0,4G,368.0,1300.0,-106.0,-20.0,4G,307.0,1300.0,-108.0,2147483647.0,4G,57.0,3150.0,-110.0,-10.0,4G,57.0,1471.0,-101.0,-13.0,4G,175.0,6300.0,-94.0,-11.0,4G,255.0,,-103.0,-11.0,4G,,,-113.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.35.53,17.784512,59.223193,91,Telia,24001,240010000000024,104056,24,0,5G,5G NSA,-116,-12.0,0.0,,,634080,0,37484,428,60,60,3,G,D,M,20,1,-1,1000,100.101.226.137,23.0,,,4,18,19678,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,104056.0,24.0,-105.0,-10.0,6.0,0.0,20,True,451.0,1471.0,L3,1000,89,True,False,0,0,0,4G,104056-24,40.0,451.0,1471.0,-105.0,-10.0,4G,287.0,1471.0,-104.0,-8.0,4G,138.0,1471.0,-108.0,-13.0,4G,287.0,1300.0,-107.0,-9.0,4G,138.0,1300.0,-110.0,-14.0,4G,287.0,3150.0,-118.0,-11.0,4G,253.0,6300.0,-99.0,-7.0,4G,427.0,,-119.0,-12.0,4G,428.0,,-120.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.20.50,17.873232,59.254264,93,Telia,24001,240010004000031,103441,31,40,5G,5G NSA,-105,-11.0,16.0,14.0,,1300,0,72385,93,35,35,3,G,D,M,20,1,-1,1000,100.101.226.137,6.0,,,3,1F,19411,28,26480927,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,20,103441.0,31.0,-80.0,-7.0,1.0,0.0,13,False,93.0,1300.0,L3,1000,100,True,False,0,0,109,4G,103441-31,40.0,93.0,1300.0,-80.0,-7.0,4G,168.0,1300.0,-81.0,-11.0,4G,168.0,1471.0,-84.0,-7.0,4G,168.0,3150.0,-95.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.26.56,17.991937,59.289913,78,Telia,24001,240010000000020,107476,20,0,5G,5G NSA,-85,-10.0,0.0,,,634080,0,48370,61,58,58,3,G,D,M,20,1,-1,1000,100.101.226.137,5.0,,,17,14,1A3D4,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,107476.0,20.0,-92.0,-7.0,19.0,0.0,20,True,406.0,3150.0,L7,1000,100,True,False,0,0,7,4G,107476-20,40.0,406.0,3150.0,-92.0,-7.0,4G,497.0,3150.0,-97.0,-15.0,4G,100.0,,-93.0,-13.0,4G,61.0,,-99.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
